Station Name,lat,lon
nieuwpoort,"51° 08' 60"" N","02° 43' 00"" E"
lombardsijde-bad,"51° 09' 33"" N","02° 44' 45"" E"
westende-bad,"51° 10' 19"" N","02° 46' 37"" E"
middelkerke,"51° 11' 09"" N","02° 48' 27"" E"
oostende,"51° 14' 07"" N","02° 54' 58"" E"
bredene,"51° 14' 56"" N","02° 57' 35"" E"
de-haan,"51° 16' 41"" N","03° 01' 47"" E"
blankenberge,"51° 18' 52"" N","03° 06' 55"" E"
zeebrugge,"51° 21' 00"" N","03° 12' 00"" E"
knokke-heist,"51° 21' 11"" N","03° 17' 03"" E"
antwerpen,"51° 13' 34"" N","04° 23' 48"" E"
lillo,"51° 18' 20"" N","04° 16' 58"" E"
umag,"45° 26' 10"" N","13° 30' 53"" E"
karigador,"45° 21' 24"" N","13° 32' 54"" E"
novigrad,"45° 18' 51"" N","13° 34' 01"" E"
porec,"45° 13' 33"" N","13° 35' 37"" E"
funtana,"45° 10' 51"" N","13° 35' 35"" E"
rovinj,"45° 04' 36"" N","13° 37' 09"" E"
fazana,"44° 55' 30"" N","13° 47' 41"" E"
pula,"44° 52' 00"" N","13° 49' 60"" E"
banjole,"44° 49' 14"" N","13° 52' 02"" E"
premantura,"44° 48' 03"" N","13° 55' 21"" E"
pomer,"44° 49' 09"" N","13° 53' 29"" E"
medulin,"44° 48' 59"" N","13° 55' 48"" E"
koromacno,"44° 57' 59"" N","14° 06' 59"" E"
sveta-marina,"45° 01' 51"" N","14° 09' 30"" E"
rabac,"45° 04' 30"" N","14° 09' 27"" E"
brsec,"45° 10' 42"" N","14° 14' 34"" E"
moscenicka-draga,"45° 14' 14"" N","14° 15' 25"" E"
lovran,"45° 17' 46"" N","14° 16' 47"" E"
icici,"45° 18' 38"" N","14° 17' 29"" E"
opatija,"45° 19' 60"" N","14° 18' 55"" E"
matulji,"45° 21' 09"" N","14° 19' 34"" E"
rijeka,"45° 19' 60"" N","14° 25' 60"" E"
kraljevica,"45° 16' 23"" N","14° 33' 22"" E"
malinska,"45° 07' 29"" N","14° 30' 51"" E"
omisalj,"45° 13' 44"" N","14° 32' 06"" E"
dramalj,"45° 11' 42"" N","14° 39' 21"" E"
beli,"45° 06' 36"" N","14° 21' 52"" E"
crikvenica,"45° 10' 12"" N","14° 41' 24"" E"
selce,"45° 09' 19"" N","14° 42' 53"" E"
cres,"44° 57' 24"" N","14° 23' 36"" E"
baska,"44° 57' 57"" N","14° 45' 19"" E"
klenovica,"45° 05' 57"" N","14° 50' 03"" E"
martinscica,"44° 48' 47"" N","14° 21' 12"" E"
novi-vinodolski,"45° 07' 21"" N","14° 47' 06"" E"
rab,"44° 45' 17"" N","14° 45' 34"" E"
mali-losinj,"44° 31' 34"" N","14° 26' 33"" E"
senj,"44° 58' 60"" N","14° 54' 00"" E"
sveti-juraj,"44° 55' 40"" N","14° 54' 52"" E"
lukovo,"44° 51' 18"" N","14° 53' 01"" E"
stinica,"44° 43' 01"" N","14° 53' 21"" E"
lun,"44° 40' 57"" N","14° 44' 20"" E"
novalja,"44° 33' 10"" N","14° 52' 12"" E"
prizna,"44° 36' 59"" N","14° 57' 43"" E"
karlobag,"44° 31' 28"" N","15° 03' 54"" E"
premuda,"44° 20' 45"" N","14° 36' 36"" E"
silba,"44° 22' 40"" N","14° 42' 22"" E"
mandre,"44° 28' 35"" N","14° 55' 03"" E"
povljana,"44° 20' 49"" N","15° 05' 48"" E"
starigrad,"44° 17' 31"" N","15° 25' 44"" E"
petrcane,"44° 11' 01"" N","15° 09' 05"" E"
ugljan,"44° 08' 04"" N","15° 06' 32"" E"
brbinj,"44° 04' 56"" N","14° 59' 47"" E"
zadar,"44° 07' 60"" N","15° 11' 60"" E"
preko,"44° 05' 01"" N","15° 11' 25"" E"
bibinje,"44° 04' 12"" N","15° 16' 21"" E"
sukosan,"44° 02' 52"" N","15° 17' 53"" E"
kukljica,"44° 01' 29"" N","15° 13' 58"" E"
luka,"43° 58' 51"" N","15° 05' 46"" E"
sali,"43° 56' 09"" N","15° 10' 16"" E"
biograd-na-moru,"43° 56' 16"" N","15° 26' 20"" E"
pakostane,"43° 54' 16"" N","15° 30' 17"" E"
vodice,"43° 45' 38"" N","15° 46' 39"" E"
srima,"43° 44' 41"" N","15° 48' 00"" E"
jadrija,"43° 43' 33"" N","15° 50' 24"" E"
sibenik,"43° 43' 60"" N","15° 52' 00"" E"
zlarin,"43° 41' 56"" N","15° 50' 01"" E"
brodarica,"43° 40' 48"" N","15° 54' 45"" E"
zaboric,"43° 39' 40"" N","15° 56' 36"" E"
grebastica,"43° 37' 60"" N","15° 57' 28"" E"
primosten,"43° 35' 10"" N","15° 55' 19"" E"
zecevo-rogoznicko,"43° 33' 03"" N","15° 55' 32"" E"
rogiznica,"43° 31' 60"" N","15° 58' 00"" E"
sevid,"43° 29' 16"" N","16° 01' 37"" E"
marina,"43° 30' 42"" N","16° 07' 48"" E"
kastel-stafilic,"43° 32' 12"" N","16° 19' 10"" E"
split,"43° 29' 56"" N","16° 26' 15"" E"
milna,"43° 19' 45"" N","16° 25' 43"" E"
omis,"43° 26' 10"" N","16° 41' 47"" E"
komiza,"43° 02' 60"" N","16° 04' 60"" E"
bol,"43° 15' 44"" N","16° 39' 14"" E"
makarska,"43° 17' 14"" N","17° 00' 49"" E"
podgora,"43° 14' 03"" N","17° 04' 42"" E"
stari-grad,"43° 11' 11"" N","16° 34' 08"" E"
gradac,"43° 06' 04"" N","17° 20' 41"" E"
vela-luka,"42° 57' 45"" N","16° 40' 58"" E"
ploce,"43° 02' 31"" N","17° 25' 18"" E"
orebic,"42° 58' 07"" N","17° 10' 28"" E"
lumbarda,"42° 54' 48"" N","17° 11' 02"" E"
pomena,"42° 47' 37"" N","17° 20' 46"" E"
slano,"42° 46' 53"" N","17° 52' 54"" E"
zaton,"42° 41' 08"" N","18° 02' 18"" E"
dubrovnik,"42° 38' 17"" N","18° 06' 35"" E"
mlini,"42° 37' 11"" N","18° 12' 17"" E"
cavtat,"42° 34' 59"" N","18° 12' 32"" E"
cilipi,"42° 32' 20"" N","18° 16' 02"" E"
molunat,"42° 26' 59"" N","18° 25' 11"" E"
oster-hurup,"56° 48' 18"" N","10° 17' 05"" E"
aalborg,"57° 03' 15"" N","09° 55' 29"" E"
hals,"56° 59' 24"" N","10° 18' 28"" E"
asaa,"57° 08' 36"" N","10° 25' 40"" E"
saeby,"57° 19' 56"" N","10° 31' 57"" E"
frederikshavn,"57° 26' 36"" N","10° 33' 56"" E"
strandby,"57° 29' 47"" N","10° 30' 08"" E"
aalbaek-havn,"57° 35' 32"" N","10° 26' 01"" E"
skagen,"57° 43' 00"" N","10° 35' 60"" E"
kandestederne,"57° 39' 53"" N","10° 23' 02"" E"
skiveren,"57° 37' 06"" N","10° 16' 12"" E"
tversted,"57° 35' 47"" N","10° 10' 25"" E"
hirtshals,"57° 36' 00"" N","09° 56' 60"" E"
lonstrup,"57° 28' 36"" N","09° 47' 42"" E"
lokken,"57° 22' 24"" N","09° 42' 16"" E"
blokhus,"57° 15' 16"" N","09° 34' 16"" E"
klim-strand,"57° 08' 13"" N","09° 10' 17"" E"
hanstholm,"57° 07' 22"" N","08° 36' 30"" E"
klitmoller,"57° 02' 40"" N","08° 29' 14"" E"
stenbjerg,"56° 55' 47"" N","08° 20' 03"" E"
agger,"56° 46' 60"" N","08° 15' 00"" E"
thyboron,"56° 42' 00"" N","08° 13' 60"" E"
hvide-sande,"56° 00' 04"" N","08° 06' 25"" E"
grenaa,"56° 24' 26"" N","10° 55' 48"" E"
aarhus,"56° 10' 00"" N","10° 13' 00"" E"
horsens,"55° 51' 16"" N","09° 53' 09"" E"
ballen,"55° 48' 52"" N","10° 38' 45"" E"
horns-rev,"55° 34' 00"" N","07° 19' 60"" E"
nymindegab,"55° 47' 60"" N","08° 10' 60"" E"
blaavands-huk,"55° 32' 60"" N","08° 04' 60"" E"
hjerting,"55° 31' 00"" N","08° 20' 60"" E"
esbjerg,"55° 28' 26"" N","08° 24' 57"" E"
nordby-fano-isl,"55° 27' 00"" N","08° 25' 00"" E"
sonderho-fano-isl,"55° 21' 00"" N","08° 28' 60"" E"
romo-s-point,"55° 04' 60"" N","08° 34' 00"" E"
hojer-sluice,"54° 58' 00"" N","08° 40' 60"" E"
fredericia,"55° 33' 28"" N","09° 45' 19"" E"
kolding,"55° 29' 33"" N","09° 29' 60"" E"
aabenraa,"55° 02' 11"" N","09° 25' 51"" E"
faabord,"55° 05' 34"" N","10° 13' 58"" E"
nyborg,"55° 19' 14"" N","10° 49' 28"" E"
sjaellands-odde,"55° 58' 26"" N","11° 21' 59"" E"
korsor,"55° 19' 41"" N","11° 07' 42"" E"
rodbyhavn,"54° 39' 02"" N","11° 20' 30"" E"
gedser,"54° 34' 10"" N","11° 55' 36"" E"
hesnaes,"54° 49' 18"" N","12° 08' 20"" E"
rodvig,"55° 15' 08"" N","12° 22' 28"" E"
hornbaek,"56° 05' 45"" N","12° 27' 32"" E"
copenhague,"55° 42' 14"" N","12° 38' 37"" E"
tejn,"55° 14' 58"" N","14° 50' 18"" E"
kirkja,"62° 19' 18"" N","06° 20' 12"" W"
vidhoy,"62° 18' 12"" N","06° 28' 17"" W"
svinoy,"62° 16' 00"" N","06° 25' 00"" W"
klaksvik,"62° 14' 21"" N","06° 35' 52"" W"
gjogv,"62° 19' 30"" N","06° 56' 14"" W"
eidhi,"62° 17' 45"" N","07° 05' 24"" W"
funningur,"62° 17' 09"" N","06° 57' 34"" W"
elduvik,"62° 17' 03"" N","06° 54' 38"" W"
funningsfjordur,"62° 14' 15"" N","06° 56' 07"" W"
yndarfjordur,"62° 16' 30"" N","06° 50' 59"" W"
ljosa,"62° 16' 01"" N","07° 04' 05"" W"
hellurnar,"62° 15' 50"" N","06° 50' 41"" W"
svinair,"62° 13' 47"" N","07° 01' 53"" W"
oyrarbakki,"62° 12' 28"" N","07° 00' 14"" W"
fuglafjordur,"62° 14' 14"" N","06° 48' 26"" W"
kambsdalur,"62° 13' 24"" N","06° 48' 10"" W"
leirvik,"62° 12' 46"" N","06° 42' 05"" W"
nordragota,"62° 11' 39"" N","06° 44' 23"" W"
sydrugota,"62° 11' 08"" N","06° 45' 01"" W"
rituvik,"62° 06' 11"" N","06° 41' 05"" W"
aeduvik,"62° 04' 14"" N","06° 41' 09"" W"
skalabotnur,"62° 11' 37"" N","06° 50' 48"" W"
soldarfjordur,"62° 09' 32"" N","06° 45' 27"" W"
selatrad,"62° 09' 27"" N","06° 53' 19"" W"
morskranes,"62° 07' 37"" N","06° 50' 36"" W"
strendur,"62° 06' 37"" N","06° 45' 17"" W"
toftir,"62° 05' 50"" N","06° 44' 40"" W"
nes-municipality,"62° 05' 05"" N","06° 44' 42"" W"
tjornuvik,"62° 17' 32"" N","07° 08' 41"" W"
haldarsvik,"62° 16' 28"" N","07° 05' 26"" W"
saksun,"62° 14' 50"" N","07° 11' 08"" W"
vestmanna-streymoy-isl,"62° 09' 06"" N","07° 09' 40"" W"
leynar,"62° 06' 51"" N","07° 02' 46"" W"
nordradalur,"62° 02' 16"" N","06° 56' 57"" W"
sydradalur,"62° 01' 08"" N","06° 55' 21"" W"
koltur,"61° 59' 16"" N","06° 57' 55"" W"
velbastadur,"61° 58' 50"" N","06° 51' 22"" W"
hestur,"61° 57' 32"" N","06° 53' 11"" W"
kirkjubour,"61° 57' 07"" N","06° 48' 13"" W"
nesvik,"62° 12' 44"" N","07° 00' 40"" W"
hosvik,"62° 09' 08"" N","06° 56' 12"" W"
kollafjordur,"62° 06' 54"" N","06° 54' 16"" W"
kaldbak,"62° 03' 28"" N","06° 49' 52"" W"
kaldbaksbotnur,"62° 03' 53"" N","06° 54' 39"" W"
sund,"62° 03' 00"" N","06° 50' 46"" W"
hoyvik,"62° 01' 54"" N","06° 45' 17"" W"
hvitanes,"62° 02' 30"" N","06° 45' 47"" W"
torshavn,"62° 00' 05"" N","06° 45' 40"" W"
argir,"61° 59' 49"" N","06° 45' 57"" W"
nolsoy,"62° 00' 26"" N","06° 40' 38"" W"
mykines,"62° 05' 52"" N","07° 37' 60"" W"
gasadalur,"62° 06' 34"" N","07° 26' 46"" W"
bour,"62° 05' 06"" N","07° 22' 11"" W"
sandavagur,"62° 03' 03"" N","07° 09' 16"" W"
sorvagur,"62° 04' 27"" N","07° 19' 40"" W"
vagar,"62° 07' 00"" N","07° 10' 00"" W"
skopun,"61° 54' 22"" N","06° 52' 43"" W"
skalavik,"61° 50' 01"" N","06° 39' 32"" W"
husavik,"61° 48' 31"" N","06° 40' 19"" W"
dalur,"61° 46' 54"" N","06° 39' 59"" W"
sandur,"61° 49' 60"" N","06° 48' 10"" W"
skarvanes,"61° 47' 38"" N","06° 45' 18"" W"
hvalba,"61° 36' 00"" N","06° 56' 30"" W"
sandvik,"61° 37' 50"" N","06° 55' 34"" W"
frodba,"61° 32' 39"" N","06° 46' 05"" W"
trongisvagur,"61° 33' 30"" N","06° 49' 55"" W"
tvoroyri,"61° 33' 14"" N","06° 48' 43"" W"
oravik,"61° 32' 05"" N","06° 48' 14"" W"
hov,"61° 30' 14"" N","06° 45' 33"" W"
akrar,"61° 27' 18"" N","06° 45' 50"" W"
lopra,"61° 26' 56"" N","06° 46' 15"" W"
nes,"61° 28' 03"" N","06° 45' 45"" W"
vikarbyrgi,"61° 26' 37"" N","06° 43' 02"" W"
famjin,"61° 31' 28"" N","06° 53' 20"" W"
vagur,"61° 28' 16"" N","06° 48' 38"" W"
sumba,"61° 24' 09"" N","06° 42' 59"" W"
audierne,"48° 01' 11"" N","04° 32' 07"" W"
auray-morbihan,"47° 39' 46"" N","02° 58' 41"" W"
benodet,"47° 51' 60"" N","04° 06' 54"" W"
brest,"48° 22' 30"" N","04° 29' 30"" W"
camaret,"48° 17' 03"" N","04° 36' 51"" W"
concarneau,"47° 51' 51"" N","03° 54' 53"" W"
douarnenez,"48° 05' 48"" N","04° 20' 12"" W"
il-molene,"48° 23' 60"" N","04° 58' 00"" W"
ile-de-sein,"48° 01' 60"" N","04° 52' 00"" W"
ile-douessant,"48° 26' 55"" N","05° 06' 09"" W"
la-trinite,"47° 35' 19"" N","03° 01' 28"" W"
le-conquet,"48° 21' 18"" N","04° 47' 02"" W"
le-palais-belle-ile,"47° 21' 00"" N","03° 08' 60"" W"
loctudy,"47° 50' 08"" N","04° 10' 02"" W"
lorient,"47° 44' 30"" N","03° 20' 53"" W"
penerf,"47° 30' 41"" N","02° 37' 35"" W"
penmarch,"47° 47' 47"" N","04° 20' 36"" W"
port-louis,"47° 42' 05"" N","03° 21' 28"" W"
port-navalo-morbihan-entr,"47° 32' 54"" N","02° 54' 60"" W"
vannes,"47° 39' 04"" N","02° 45' 28"" W"
bois-de-la-chaise-noirmoutier-en-ille,"47° 00' 29"" N","02° 13' 01"" W"
fromentine,"46° 53' 31"" N","02° 08' 25"" W"
ile-dyeu,"46° 43' 34"" N","02° 20' 36"" W"
le-croisic,"47° 17' 57"" N","02° 30' 48"" W"
le-pouliguen,"47° 15' 54"" N","02° 24' 03"" W"
les-sables-dolonne,"46° 28' 23"" N","01° 46' 38"" W"
nantes,"47° 12' 26"" N","01° 33' 40"" W"
paimboeuf,"47° 17' 23"" N","02° 02' 04"" W"
pornic,"47° 06' 16"" N","02° 06' 40"" W"
saint-nazaire,"47° 15' 53"" N","02° 12' 11"" W"
saint-gilles-croix-de-vie,"46° 41' 29"" N","01° 56' 55"" W"
ile-daix,"46° 00' 55"" N","01° 10' 04"" W"
la-cayenne-seudre-rvr,"45° 47' 09"" N","01° 07' 37"" W"
la-pallice,"46° 10' 09"" N","01° 13' 35"" W"
la-rochelle,"46° 09' 09"" N","01° 09' 22"" W"
rochefort-charente-river,"45° 56' 31"" N","00° 57' 10"" W"
royan-gironde-river,"45° 36' 55"" N","01° 01' 36"" W"
saint-martin-de-re,"46° 12' 26"" N","01° 21' 60"" W"
arcachon,"44° 40' 00"" N","01° 10' 00"" W"
bassin-darcachon,"44° 39' 45"" N","01° 12' 56"" W"
blaye-gironde-river,"45° 07' 33"" N","00° 40' 12"" W"
bordeaux,"44° 50' 15"" N","00° 33' 52"" W"
le-boucau-adour-rvr,"43° 31' 14"" N","01° 29' 37"" W"
pauillac-gironde-river,"45° 11' 55"" N","00° 44' 28"" W"
pointe-de-grave,"45° 34' 09"" N","01° 03' 33"" W"
st-jean-de-luz-socoa,"43° 23' 36"" N","01° 40' 55"" W"
boulogne,"50° 43' 54"" N","01° 35' 01"" E"
calais,"50° 57' 59"" N","01° 50' 41"" E"
dunkerque,"51° 02' 60"" N","02° 21' 53"" E"
gravelines,"51° 00' 19"" N","02° 06' 36"" E"
le-touquet,"50° 32' 16"" N","01° 35' 39"" E"
somme-river,"50° 10' 53"" N","01° 39' 14"" E"
dieppe,"49° 55' 60"" N","01° 04' 60"" E"
fecamp,"49° 45' 48"" N","00° 21' 47"" E"
le-havre,"49° 28' 59"" N","00° 06' 47"" E"
le-treport,"50° 03' 50"" N","01° 22' 09"" E"
saint-valery-en-caux,"49° 52' 12"" N","00° 42' 46"" E"
caudebec,"49° 31' 15"" N","00° 43' 38"" E"
duclair,"49° 28' 41"" N","00° 52' 36"" E"
quillebeuf,"49° 28' 05"" N","00° 31' 59"" E"
rouen,"49° 26' 05"" N","01° 05' 41"" E"
barfleur,"49° 40' 11"" N","01° 15' 32"" W"
carteret,"49° 22' 16"" N","01° 47' 10"" W"
cherbourg,"49° 39' 15"" N","01° 36' 43"" W"
dielette,"49° 33' 09"" N","01° 51' 52"" W"
granville,"48° 49' 44"" N","01° 36' 06"" W"
iles-chausey,"48° 52' 11"" N","01° 49' 19"" W"
omonville,"49° 42' 09"" N","01° 49' 58"" W"
ouistreham,"49° 16' 49"" N","00° 14' 53"" W"
plateau-des-minquiers,"48° 56' 44"" N","02° 05' 34"" W"
port-en-bessin-huppain,"49° 20' 60"" N","00° 45' 29"" W"
saint-vaast-la-hougue,"49° 35' 05"" N","01° 15' 34"" W"
st-anne,"49° 43' 22"" N","02° 12' 36"" W"
st-helier,"49° 10' 34"" N","02° 06' 57"" W"
st-peter-port-guernsey,"49° 27' 35"" N","02° 31' 43"" W"
trouville,"49° 21' 57"" N","00° 04' 31"" E"
binic,"48° 36' 00"" N","02° 49' 00"" W"
cancale,"48° 40' 16"" N","01° 50' 43"" W"
erquy,"48° 37' 53"" N","02° 28' 16"" W"
heaux-de-brehat,"48° 53' 60"" N","03° 04' 60"" W"
ile-de-brehat,"48° 51' 09"" N","03° 00' 57"" W"
lezardrieux,"48° 46' 59"" N","03° 05' 46"" W"
morlaix-river-entr,"48° 38' 57"" N","03° 52' 18"" W"
paimpol,"48° 47' 01"" N","03° 02' 28"" W"
plougrescant,"48° 50' 23"" N","03° 12' 37"" W"
ploumanach,"48° 49' 51"" N","03° 29' 37"" W"
roscoff,"48° 43' 32"" N","03° 58' 45"" W"
saint-brieuc,"48° 31' 55"" N","02° 42' 56"" W"
saint-malo,"48° 38' 33"" N","02° 02' 15"" W"
port-vendres,"42° 31' 06"" N","03° 06' 55"" E"
marseille,"43° 17' 38"" N","05° 21' 19"" E"
nice,"43° 41' 21"" N","07° 17' 12"" E"
toulon,"43° 06' 59"" N","05° 55' 31"" E"
amrum-odde,"54° 42' 26"" N","08° 20' 23"" E"
amrum-hafen-wittdun,"54° 37' 54"" N","08° 23' 02"" E"
blauort,"54° 10' 03"" N","08° 40' 20"" E"
breitenberg-stor,"53° 55' 40"" N","09° 37' 56"" E"
brokdorf,"53° 51' 46"" N","09° 18' 58"" E"
brunsbuttel,"53° 53' 15"" N","09° 07' 33"" E"
busum,"54° 07' 20"" N","08° 51' 33"" E"
dagebull,"54° 43' 50"" N","08° 41' 13"" E"
deichsiel,"54° 02' 02"" N","08° 57' 32"" E"
eidersperrwerk-auenpegel,"54° 15' 57"" N","08° 50' 31"" E"
elmshorn-kruckau,"53° 45' 01"" N","09° 38' 52"" E"
flackstrom,"54° 03' 40"" N","08° 47' 29"" E"
fohr-wyk,"54° 41' 36"" N","08° 34' 35"" E"
fohrer-ley-nord,"54° 47' 47"" N","08° 33' 37"" E"
friedrichskoog-hafen,"53° 59' 58"" N","08° 52' 34"" E"
friedrichskoog-spitze,"54° 02' 04"" N","08° 50' 26"" E"
friedrichstadt-eider,"54° 22' 07"" N","09° 05' 41"" E"
geesthacht,"53° 25' 31"" N","10° 22' 24"" E"
gluckstadt,"53° 47' 04"" N","09° 24' 34"" E"
grode-anleger,"54° 37' 46"" N","08° 43' 45"" E"
helgoland-binnenhafen,"54° 10' 44"" N","07° 53' 24"" E"
hetlingen,"53° 36' 34"" N","09° 35' 04"" E"
holmer-siel,"54° 31' 42"" N","08° 52' 09"" E"
hooge-anleger,"54° 34' 43"" N","08° 33' 23"" E"
hornum-hafen,"54° 45' 29"" N","08° 17' 46"" E"
hornum-west,"54° 45' 30"" N","08° 16' 29"" E"
husum,"54° 28' 20"" N","09° 01' 29"" E"
itzehoe-stor,"53° 55' 16"" N","09° 30' 05"" E"
kampen-west,"54° 56' 58"" N","08° 18' 55"" E"
kasenort-stor,"53° 54' 42"" N","09° 24' 34"" E"
kollmar-kamperreihe,"53° 43' 55"" N","09° 27' 39"" E"
kruckau-sperrwerk-aubenpegel,"53° 42' 59"" N","09° 31' 34"" E"
kruckau-sperrwerk-binnenpegel,"53° 42' 59"" N","09° 31' 37"" E"
langeness-hilligenley,"54° 37' 14"" N","08° 33' 02"" E"
linnenplate,"54° 14' 14"" N","08° 42' 26"" E"
list,"55° 01' 00"" N","08° 26' 26"" E"
list-west,"55° 02' 18"" N","08° 22' 48"" E"
meldorf---sperrwerk-aubenpegel,"54° 05' 32"" N","08° 56' 58"" E"
mittelplate,"54° 01' 31"" N","08° 44' 56"" E"
munkmarsch,"54° 55' 16"" N","08° 21' 48"" E"
neufeld-hafen,"53° 54' 26"" N","09° 01' 21"" E"
nordfeld-eider,"54° 20' 22"" N","09° 08' 18"" E"
nordstrand-strucklahnungshorn,"54° 29' 56"" N","08° 48' 23"" E"
pellworm-anleger,"54° 30' 03"" N","08° 42' 07"" E"
pellworm-hoogerfahre,"54° 32' 08"" N","08° 35' 52"" E"
pinnau-sperrwerk-aubenpegel,"53° 40' 16"" N","09° 33' 29"" E"
rantum-west,"54° 50' 58"" N","08° 16' 55"" E"
rantumdamm,"54° 51' 36"" N","08° 18' 48"" E"
rummelloch-west,"54° 29' 13"" N","08° 32' 02"" E"
schluttsiel,"54° 40' 57"" N","08° 45' 18"" E"
schulau,"53° 34' 07"" N","09° 42' 12"" E"
st-peter-west,"54° 18' 48"" N","08° 35' 58"" E"
stor---sperrwerk-aubenpegel,"53° 49' 30"" N","09° 24' 02"" E"
stor-sperrwerk-binnenpegel,"53° 49' 33"" N","09° 24' 09"" E"
strand-hamburger-hallig,"54° 36' 41"" N","08° 47' 20"" E"
suderoogsand,"54° 25' 06"" N","08° 30' 12"" E"
sudfall-fahrwasserkante,"54° 26' 51"" N","08° 44' 55"" E"
sudwesthorn,"54° 47' 47"" N","08° 39' 34"" E"
tonning-eider,"54° 18' 53"" N","08° 56' 60"" E"
trischen-west,"54° 04' 07"" N","08° 38' 16"" E"
tumlauer-hafen,"54° 21' 04"" N","08° 40' 29"" E"
uetersen-pinnau,"53° 40' 42"" N","09° 40' 38"" E"
westerland,"54° 54' 31"" N","08° 16' 16"" E"
alte-weser-leuchtturm,"53° 51' 48"" N","08° 07' 39"" E"
arngast-leuchtturm,"53° 28' 54"" N","08° 11' 33"" E"
baltrum-westende,"53° 43' 22"" N","07° 21' 52"" E"
barel-soeste,"53° 10' 09"" N","07° 44' 26"" E"
belum-oste,"53° 49' 22"" N","09° 02' 14"" E"
bensersiel,"53° 40' 29"" N","07° 34' 30"" E"
borkum-fischerbalje,"53° 33' 27"" N","06° 44' 52"" E"
borkum-sudstrand,"53° 34' 37"" N","06° 39' 41"" E"
brake,"53° 18' 58"" N","08° 29' 12"" E"
bremervorde-oste,"53° 29' 03"" N","09° 09' 17"" E"
buttelerhorne-hunte,"53° 10' 48"" N","08° 24' 45"" E"
buxtehude-este,"53° 28' 50"" N","09° 42' 12"" E"
cuxhaven-steubenhoft,"53° 52' 04"" N","08° 43' 03"" E"
detern-jumme,"53° 12' 18"" N","07° 40' 22"" E"
dornumer-accumersiel,"53° 40' 52"" N","07° 29' 18"" E"
dreyschloot-leda,"53° 10' 41"" N","07° 40' 09"" E"
dukegat,"53° 26' 01"" N","06° 55' 34"" E"
dwarsgat-unterfeuer,"53° 43' 07"" N","08° 18' 27"" E"
elsfleth,"53° 15' 50"" N","08° 28' 53"" E"
elsfleth-ohrt,"53° 13' 16"" N","08° 27' 36"" E"
emden-grobe-seeschleuse,"53° 20' 13"" N","07° 11' 11"" E"
emshorn,"53° 29' 37"" N","06° 50' 28"" E"
fahrenholz-ilmenau,"53° 21' 37"" N","10° 18' 56"" E"
fedderwardersiel,"53° 35' 49"" N","08° 21' 15"" E"
grauerort,"53° 40' 40"" N","09° 29' 42"" E"
groer-vogelsand-bake-z,"54° 00' 49"" N","08° 18' 53"" E"
groer-vogelsand-leuchtturm,"53° 59' 44"" N","08° 28' 36"" E"
harlesiel,"53° 42' 24"" N","07° 48' 32"" E"
hechthausen-oste,"53° 38' 26"" N","09° 15' 10"" E"
herbrum-hafendamm-ems,"53° 02' 31"" N","07° 19' 02"" E"
hollersiel-hunte,"53° 10' 05"" N","08° 22' 43"" E"
hooksiel,"53° 38' 31"" N","08° 04' 55"" E"
hooksielplate,"53° 40' 09"" N","08° 08' 55"" E"
huntebruck-hunte,"53° 12' 01"" N","08° 26' 51"" E"
ilmenau---sperrwerk-aubenpegel,"53° 23' 38"" N","10° 10' 43"" E"
juist-hafen,"53° 40' 21"" N","06° 59' 45"" E"
knock,"53° 19' 38"" N","07° 01' 50"" E"
krautsand,"53° 45' 14"" N","09° 23' 27"" E"
langeoog,"53° 43' 24"" N","07° 30' 06"" E"
leda---sperrwerk-unterpegel,"53° 12' 49"" N","07° 28' 24"" E"
leer-schleuse-leda,"53° 12' 57"" N","07° 26' 55"" E"
leerort-ems,"53° 12' 55"" N","07° 25' 34"" E"
leybucht-leyhorn,"53° 32' 57"" N","07° 02' 09"" E"
luhort-luhe,"53° 34' 17"" N","09° 38' 01"" E"
mellumplate-leuchtturm,"53° 46' 18"" N","08° 05' 33"" E"
memmert,"53° 37' 27"" N","06° 54' 21"" E"
mittelgrund,"53° 56' 31"" N","08° 38' 10"" E"
nebmersiel,"53° 41' 20"" N","07° 21' 39"" E"
neuburg-jumme,"53° 13' 30"" N","07° 34' 33"" E"
neuharlingersiel,"53° 42' 06"" N","07° 42' 15"" E"
neuwerk,"53° 55' 04"" N","08° 29' 11"" E"
norddeich-westerriede,"53° 38' 37"" N","07° 08' 53"" E"
nordenham-unterfeuer,"53° 27' 52"" N","08° 29' 17"" E"
norderney-riffgat,"53° 41' 48"" N","07° 09' 28"" E"
ochtum-sperrwerk-oberpegel,"53° 07' 23"" N","08° 38' 56"" E"
oldenburg---drielake-hunte,"53° 08' 25"" N","08° 14' 03"" E"
osteriff,"53° 51' 19"" N","09° 01' 46"" E"
otterndorf,"53° 50' 03"" N","08° 52' 08"" E"
over,"53° 25' 43"" N","10° 06' 04"" E"
papenburg-ems,"53° 06' 30"" N","07° 21' 56"" E"
pogum-ems,"53° 19' 15"" N","07° 15' 33"" E"
potshausen-leda,"53° 11' 25"" N","07° 37' 06"" E"
rechtenfleth,"53° 22' 52"" N","08° 30' 02"" E"
reithorne-hunte,"53° 09' 40"" N","08° 19' 21"" E"
rhede-ems,"53° 04' 22"" N","07° 17' 09"" E"
ritterhude-hamme,"53° 10' 55"" N","08° 45' 48"" E"
